trip_id,driver_id,profile_type,depart,from_edge,to_edge,vehicle_type
driver_0651_trip_001,driver_0651,commuter,31440,-441215231#0,442084727#1,commuter
driver_0751_trip_001,driver_0751,commuter,31440,697672671,-80912580#0,commuter
driver_0785_trip_001,driver_0785,commuter,31440,199898038#0,194345864,commuter
driver_0865_trip_001,driver_0865,commuter,31440,706690146#1,449825089,commuter
driver_0921_trip_001,driver_0921,taxi,31560,439905479#0,858600107#1,taxi
driver_0617_trip_001,driver_0617,taxi,31620,-102831329#2,428012644#3,taxi
driver_0727_trip_001,driver_0727,taxi,31680,-188246591#1,993462498#4,taxi
driver_0932_trip_001,driver_0932,taxi,31680,-496009994#0,-1092152288,taxi
driver_0549_trip_001,driver_0549,taxi,31980,458696117,-427564710#4,taxi
driver_0761_trip_001,driver_0761,taxi,31980,526242012,993462493#1,taxi
driver_0152_trip_001,driver_0152,taxi,32100,-80912580#0,29141762#2,taxi
driver_0368_trip_001,driver_0368,taxi,32100,-846646018#1,440897034,taxi
driver_0055_trip_001,driver_0055,taxi,32220,550008871#8,-1050732573#3,taxi
driver_0863_trip_001,driver_0863,taxi,32220,576645482#4,1416525358#1,taxi
driver_0496_trip_001,driver_0496,taxi,32400,-80912579#5,526242005#2,taxi
driver_0515_trip_001,driver_0515,taxi,32400,541821721#1,624720024#0,taxi
driver_0200_trip_001,driver_0200,freelancer,32460,232602661#0-AddedOffRampEdge,624720024#0,private_car
driver_0427_trip_001,driver_0427,taxi,32460,846646018#1,860062296#1,taxi
driver_0582_trip_001,driver_0582,freelancer,32460,27336730#8,576645490#0-AddedOnRampEdge,private_car
driver_0730_trip_001,driver_0730,taxi,32460,-80912582#1,-734144753#1,taxi
driver_0341_trip_001,driver_0341,freelancer,32520,938371854,402932403#2,private_car
driver_0922_trip_001,driver_0922,freelancer,32520,646373243#0,334124305#2,private_car
driver_0513_trip_001,driver_0513,freelancer,32580,443969221,248282334#7,private_car
driver_0007_trip_001,driver_0007,freelancer,32640,448790076,742778600#4,private_car
driver_0346_trip_001,driver_0346,freelancer,32640,27336730#4,-860062299#1,private_car
driver_0457_trip_001,driver_0457,freelancer,32640,837413666,442232083#0,private_car
driver_0573_trip_001,driver_0573,taxi,32640,444151449,576645478#1,taxi
driver_0742_trip_001,driver_0742,freelancer,32640,444126142,1447702117#0,private_car
driver_0956_trip_001,driver_0956,freelancer,32640,1396476980,27318126#1,private_car
driver_0950_trip_001,driver_0950,freelancer,32700,443969221,442084725#4,private_car
driver_0139_trip_001,driver_0139,freelancer,32880,-605357670#3,462131779,private_car
driver_0310_trip_001,driver_0310,freelancer,32880,-585911372#0,453040322,private_car
driver_0532_trip_001,driver_0532,taxi,32880,540758828#4,233809682,taxi
driver_0823_trip_001,driver_0823,taxi,32880,520107249#4,442084725#1,taxi
driver_0106_trip_001,driver_0106,taxi,33000,526242019,544809833,taxi
driver_0695_trip_001,driver_0695,freelancer,33000,-194686987#4,541821717#2,private_car
driver_0006_trip_001,driver_0006,taxi,33060,519662802#4,576645498,taxi
driver_0331_trip_001,driver_0331,freelancer,33060,-297891659#1,-605357669,private_car
driver_0361_trip_001,driver_0361,taxi,33060,449880708#8,453717289#1,taxi
driver_0451_trip_001,driver_0451,freelancer,33060,443987640#0,-1024423910#1,private_car
driver_0830_trip_001,driver_0830,freelancer,33060,427774900#2,-1304889164,private_car
driver_0469_trip_001,driver_0469,taxi,33120,624728713#1,444126143,taxi
driver_0480_trip_001,driver_0480,freelancer,33120,742778602#0,456541503,private_car
driver_0849_trip_001,driver_0849,taxi,33120,-102831318#3,450614677#0,taxi
driver_0021_trip_001,driver_0021,freelancer,33180,250273756,-1024423910#3,private_car
driver_0565_trip_001,driver_0565,freelancer,33180,706685590#0,1156894293,private_car
driver_0701_trip_001,driver_0701,taxi,33180,449880708#2,444126136,taxi
driver_0237_trip_001,driver_0237,freelancer,33240,428012644#1,29141657#5,private_car
driver_0591_trip_001,driver_0591,freelancer,33240,-29140969#1,442084737,private_car
driver_0441_trip_001,driver_0441,taxi,33300,536328372#1,440881629,taxi
driver_0886_trip_001,driver_0886,taxi,33300,449880707#0,576645490#0,taxi
driver_0440_trip_001,driver_0440,freelancer,33360,443987645#3,453294516#3,private_car
driver_0835_trip_001,driver_0835,taxi,33360,442084733#0,334124302#2,taxi
driver_0093_trip_001,driver_0093,freelancer,33420,448282336#0,1396476980,private_car
driver_0196_trip_001,driver_0196,freelancer,33420,453040323-AddedOffRampEdge,-742778601#1,private_car
driver_0665_trip_001,driver_0665,freelancer,33420,-297891659#1,904676306#0,private_car
driver_0645_trip_001,driver_0645,freelancer,33480,834929374#0,734144753#1,private_car
driver_0269_trip_001,driver_0269,taxi,33540,481045529,993462498#1,taxi
driver_0447_trip_001,driver_0447,taxi,33540,-1024423910#2,624720025#3,taxi
driver_0524_trip_001,driver_0524,freelancer,33540,445209017#0,858600107#1,private_car
driver_0438_trip_001,driver_0438,freelancer,33600,448282336#1,536906828#0,private_car
driver_0073_trip_001,driver_0073,freelancer,33660,33563313,481045552,private_car
driver_0606_trip_001,driver_0606,taxi,33660,188246611#0,443987645#3,taxi
driver_0814_trip_001,driver_0814,taxi,33720,460917763#0,1024423910#0,taxi
driver_0602_trip_001,driver_0602,taxi,33780,439905479#0,-428012644#0,taxi
driver_0333_trip_001,driver_0333,freelancer,33840,453294516#0,444418078#1,private_car
driver_0580_trip_001,driver_0580,taxi,33840,520107249#6,-206608466#2,taxi
driver_0963_trip_001,driver_0963,freelancer,33900,428012644#3,440771224,private_car
driver_0228_trip_001,driver_0228,freelancer,33960,-194686980,706690145#2,private_car
driver_0037_trip_001,driver_0037,freelancer,34080,441215231#0,29165238#0,private_car
driver_0181_trip_001,driver_0181,taxi,34080,860062296#1,624720027#2,taxi
driver_0449_trip_001,driver_0449,freelancer,34080,544809832#2,993462493#1,private_car
driver_0551_trip_001,driver_0551,taxi,34080,1172199237#2,444418076#13,taxi
driver_0174_trip_001,driver_0174,freelancer,34140,-605357670#2,545840833#1,private_car
driver_0265_trip_001,driver_0265,freelancer,34140,427564711#1,453717285,private_car
driver_0690_trip_001,driver_0690,taxi,34140,-80912589#2,188246611#0,taxi
driver_0541_trip_001,driver_0541,freelancer,34260,27336730#6,442084727#0,private_car
driver_0182_trip_001,driver_0182,taxi,34320,194344114#1,448786343,taxi
driver_0326_trip_001,driver_0326,taxi,34320,-80912582#0,440897382#5,taxi
driver_0655_trip_001,driver_0655,freelancer,34320,448790076,-453033846#0,private_car
driver_0929_trip_001,driver_0929,taxi,34320,-80912585#1,1156195448,taxi
driver_0168_trip_001,driver_0168,taxi,34380,541821717#1,228124192#2,taxi
driver_0479_trip_001,driver_0479,freelancer,34440,1444575946,29141189#3,private_car
driver_0605_trip_001,driver_0605,taxi,34500,440769417,184740438#2,taxi
driver_0175_trip_001,driver_0175,freelancer,34560,-706690145#1,442087558#1,private_car
driver_0187_trip_001,driver_0187,freelancer,34620,542860215#2,453038175,private_car
driver_0246_trip_001,driver_0246,taxi,34620,233809685,448314188,taxi
driver_0281_trip_001,driver_0281,taxi,34620,194344114#1,481045532#2,taxi
driver_0323_trip_001,driver_0323,freelancer,34620,-520107251#1,519199421,private_car
driver_0672_trip_001,driver_0672,freelancer,34620,194686980,29141189#0,private_car
driver_0261_trip_001,driver_0261,freelancer,34740,444018069#0,-184740438#3,private_car
driver_0303_trip_001,driver_0303,freelancer,34740,453294516#4,576651582,private_car
driver_0583_trip_001,driver_0583,freelancer,34740,1092152287#2,448317071,private_car
driver_0594_trip_001,driver_0594,freelancer,34800,466643171#1,-860062299#1,private_car
driver_0861_trip_001,driver_0861,freelancer,34800,-199898701#0,624728720#3,private_car
driver_0908_trip_001,driver_0908,taxi,34800,541821721#0,188246611#0,taxi
driver_0271_trip_001,driver_0271,freelancer,34920,-427564712#1,993462493#0,private_car
driver_0817_trip_001,driver_0817,freelancer,34920,444428464#0,444018069#0,private_car
driver_0374_trip_001,driver_0374,taxi,34980,481045529,199898412#2,taxi
driver_0335_trip_001,driver_0335,freelancer,35040,1462151557-AddedOffRampEdge,742778600#3,private_car
driver_0019_trip_001,driver_0019,freelancer,35100,-605357670#1,541821720#3,private_car
driver_0794_trip_001,driver_0794,freelancer,35100,199898038#0,-1024423911#0,private_car
driver_0845_trip_001,driver_0845,freelancer,35100,449706509,228123845#0,private_car
driver_0075_trip_001,driver_0075,taxi,35160,-624728719#0,334124305#2,taxi
driver_0793_trip_001,driver_0793,freelancer,35160,27336730#9,1156195448,private_car
driver_0843_trip_001,driver_0843,taxi,35220,440771230#3,742778603#0,taxi
driver_0570_trip_001,driver_0570,freelancer,35280,481045543#4,541821720#0,private_car
driver_0723_trip_001,driver_0723,freelancer,35280,194686987#5,-444418076#9,private_car
driver_0711_trip_001,driver_0711,taxi,35340,440897030,199898409#1,taxi
driver_0148_trip_001,driver_0148,taxi,35400,-1329544155#0,427564714#1,taxi
driver_0478_trip_001,driver_0478,taxi,35400,440781331#3,-444418076#11,taxi
driver_0338_trip_001,driver_0338,freelancer,35460,-194686987#3,-1092152288,private_car
driver_0005_trip_001,driver_0005,taxi,35520,-80912585#4,1156894293,taxi
driver_0308_trip_001,driver_0308,freelancer,35520,199896075#2,29118096,private_car
driver_0681_trip_001,driver_0681,taxi,35520,456382543#5,-184740438#2,taxi
driver_0315_trip_001,driver_0315,freelancer,35580,-734144751#2,248407685,private_car
driver_0330_trip_001,driver_0330,freelancer,35580,444418083,536906828#0,private_car
driver_0526_trip_001,driver_0526,taxi,35580,102831318#1,-427774900#2,taxi
driver_0626_trip_001,driver_0626,freelancer,35580,-184739533#6,442232083#0,private_car
driver_0100_trip_001,driver_0100,freelancer,35640,-199898701#0,457176635#1,private_car
driver_0123_trip_001,driver_0123,freelancer,35640,448280093-AddedOnRampEdge,442084728#0,private_car
driver_0596_trip_001,driver_0596,freelancer,35640,-832418849#1,440897028#2,private_car
driver_0630_trip_001,driver_0630,taxi,35640,444243640#2,462138644#2,taxi
driver_0954_trip_001,driver_0954,freelancer,35640,444126143,1024423911#2,private_car
driver_0311_trip_001,driver_0311,freelancer,35700,427564710#5,481045532#1,private_car
driver_0516_trip_001,driver_0516,freelancer,35700,427564711#1,334124304#0,private_car
driver_0506_trip_001,driver_0506,taxi,35760,-860062296#2,706685590#1,taxi
driver_0604_trip_001,driver_0604,taxi,35760,442014419,443987648#5,taxi
driver_0262_trip_001,driver_0262,freelancer,35880,585911372#2,1092152287#1,private_car
driver_0968_trip_001,driver_0968,freelancer,35880,427564712#0,450614677#3,private_car
driver_0566_trip_001,driver_0566,freelancer,36000,-832418849#1,541821719,private_car
driver_0585_trip_001,driver_0585,freelancer,36000,-441215231#0,444126144#0,private_car
driver_0973_trip_001,driver_0973,freelancer,36000,-520107251#0,-427564710#2,private_car
driver_0411_trip_001,driver_0411,freelancer,36060,-605357670#2,511204845#5,private_car
driver_0824_trip_001,driver_0824,freelancer,36060,697670537,-742778603#2,private_car
driver_0894_trip_001,driver_0894,freelancer,36060,448282336#1,1144924622#1,private_car
driver_0287_trip_001,driver_0287,freelancer,36120,450175545,444433525#7,private_car
driver_0336_trip_001,driver_0336,freelancer,36120,466643171#1,228123845#1,private_car
driver_0121_trip_001,driver_0121,freelancer,36180,29140969#2,453717285,private_car
driver_0129_trip_001,driver_0129,freelancer,36180,832418841#1,-427564710#4,private_car
driver_0430_trip_001,driver_0430,freelancer,36240,-428012644#0,442085400#0,private_car
driver_0485_trip_001,driver_0485,freelancer,36240,427564710#1,771906757#1,private_car
driver_0324_trip_001,driver_0324,freelancer,36360,427564714#1,443987645#3,private_car
driver_0111_trip_001,driver_0111,freelancer,36600,444126140,-427564710#4,private_car
driver_0066_trip_001,driver_0066,freelancer,36720,462138644#5,440769437,private_car
driver_0329_trip_001,driver_0329,freelancer,36720,441215233#0,576645482#0,private_car
driver_0884_trip_001,driver_0884,freelancer,36720,-605357670#2,1445405482,private_car
driver_0212_trip_001,driver_0212,freelancer,36960,481045543#5,334124302#2,private_car
driver_1000_trip_001,driver_1000,freelancer,36960,184739533#4,481045534#1,private_car
driver_0029_trip_001,driver_0029,freelancer,37080,428012644#1,993462498#1,private_car
driver_0846_trip_001,driver_0846,freelancer,37140,481045543#5,481045532#1,private_car
driver_0380_trip_001,driver_0380,freelancer,37200,297891659#1,734144753#1,private_car
driver_0065_trip_001,driver_0065,freelancer,37260,232602661#0-AddedOffRampEdge,80912582#1,private_car
driver_0084_trip_001,driver_0084,freelancer,37260,444346472#0,904676304,private_car
driver_0866_trip_001,driver_0866,freelancer,37260,427564710#2,-624728719#5-AddedOffRampEdge,private_car
driver_0703_trip_001,driver_0703,freelancer,37320,706690146#1,541821717#2,private_car
driver_0844_trip_001,driver_0844,freelancer,37320,-428012644#0,440897034,private_car
driver_0821_trip_001,driver_0821,freelancer,37380,-706690146#0,446148169#1,private_car
driver_0914_trip_001,driver_0914,freelancer,37380,449548999,995559508,private_car
driver_0300_trip_001,driver_0300,freelancer,37500,-427564710#4,481045539#0,private_car
driver_0554_trip_001,driver_0554,freelancer,37500,-27336730#4,576651580,private_car
driver_0039_trip_001,driver_0039,freelancer,37560,-832418849#3,442084725#3,private_car
driver_0796_trip_001,driver_0796,freelancer,37560,-29140969#5,443987649,private_car
driver_0851_trip_001,driver_0851,freelancer,37620,-1446926762,29142233#2,private_car
driver_0555_trip_001,driver_0555,freelancer,37680,605357670#2,481045532#1,private_car
driver_0831_trip_001,driver_0831,freelancer,37680,-427774900#3,624720029#0,private_car
driver_0133_trip_001,driver_0133,freelancer,37740,-199898701#1,686139777,private_car
driver_0031_trip_001,driver_0031,freelancer,37800,-544809834#1,-188248177#0,private_car
driver_0405_trip_001,driver_0405,freelancer,37800,923953844#1,29165238#0,private_car
driver_0165_trip_001,driver_0165,freelancer,37860,-706690146#0,624720027#2,private_car
driver_0647_trip_001,driver_0647,freelancer,37860,542860215#4,995559512,private_car
driver_0872_trip_001,driver_0872,freelancer,37920,-481045543#7,462131778#0,private_car
driver_0309_trip_001,driver_0309,freelancer,38160,832418841#4,442084725#4,private_car
driver_0781_trip_001,driver_0781,freelancer,38160,-29140969#6,-29142233#1,private_car
driver_0419_trip_001,driver_0419,freelancer,38280,448790075,448790074#1,private_car
driver_0559_trip_001,driver_0559,freelancer,38280,544809832#3,29165238#0,private_car
driver_0747_trip_001,driver_0747,freelancer,38280,427564711#0,-428012644#3,private_car
driver_0144_trip_001,driver_0144,freelancer,38340,233932483-AddedOffRampEdge,450175546#2,private_car
driver_0941_trip_001,driver_0941,freelancer,38400,-428012644#2,457886989,private_car
driver_0875_trip_001,driver_0875,freelancer,38520,706690146#1,550008867#2,private_car
driver_0982_trip_001,driver_0982,freelancer,38520,737870913,731817125#0,private_car
driver_0943_trip_001,driver_0943,freelancer,38580,445209017#0,-188248177#1,private_car
driver_0536_trip_001,driver_0536,freelancer,38640,443987645#0,995559507#0,private_car
driver_0667_trip_001,driver_0667,freelancer,38640,29140969#2,29165238#2,private_car
driver_0116_trip_001,driver_0116,freelancer,38820,428012644#2,-541821720#2,private_car
driver_0608_trip_001,driver_0608,freelancer,38820,542860215#2,444418076#12,private_car
driver_0939_trip_001,driver_0939,freelancer,38820,427564713,444351851,private_car
driver_0321_trip_001,driver_0321,freelancer,38940,-427564714#2,1462151557-AddedOffRampEdge,private_car
driver_0292_trip_001,driver_0292,freelancer,39060,232796360#1,449880706#1,private_car
driver_0800_trip_001,driver_0800,freelancer,39060,232602661#1,199897219,private_car
driver_0203_trip_001,driver_0203,freelancer,39180,443987648#3,-453033846#1,private_car
driver_0786_trip_001,driver_0786,freelancer,39180,184739533#1,481045536#3,private_car
driver_0316_trip_001,driver_0316,freelancer,39360,199898701#1,481045538#2,private_car
driver_0445_trip_001,driver_0445,freelancer,39420,832418844,481045538#6,private_car
driver_0138_trip_001,driver_0138,freelancer,39480,-453033846#2,-80912582#0,private_car
driver_0576_trip_001,driver_0576,freelancer,39480,199896075#1,-188248177#0,private_car
driver_0130_trip_001,driver_0130,freelancer,39540,466643174#1,993462498#2,private_car
driver_0925_trip_002,driver_0925,taxi,43200,440771230#1,449547601-AddedOnRampEdge,taxi
driver_0281_trip_002,driver_0281,taxi,43260,243319591#2,585606280#1,taxi
driver_0768_trip_002,driver_0768,taxi,43320,457885321,441215231#0,taxi
driver_0424_trip_002,driver_0424,taxi,43380,706685591#0,538306202#3,taxi
driver_0515_trip_002,driver_0515,taxi,43380,-444418076#13,-734144751#2,taxi
driver_0783_trip_002,driver_0783,taxi,43500,27318126#1,428012644#3,taxi
driver_0985_trip_002,driver_0985,taxi,43740,-1024423911#1,444346472#0,taxi
driver_0496_trip_002,driver_0496,taxi,43800,550008867#10,427774900#3,taxi
driver_0951_trip_002,driver_0951,taxi,43860,860062296#3,427774899#2,taxi
driver_0273_trip_002,driver_0273,taxi,43920,442232083#0-AddedOnRampEdge,232967180#1-AddedOnRampEdge,taxi
driver_0944_trip_002,driver_0944,taxi,43920,448786344,-706690145#0,taxi
driver_0447_trip_002,driver_0447,taxi,44160,299795207,27336730#6,taxi
driver_0103_trip_002,driver_0103,taxi,44220,587667683#2,603954445#1,taxi
driver_0697_trip_002,driver_0697,taxi,44220,576651584,451515434#2,taxi
driver_0920_trip_002,driver_0920,taxi,44220,-29142233#0,734144751#2,taxi
driver_0032_trip_002,driver_0032,taxi,44460,448790074#0,184827120#3,taxi
driver_0929_trip_002,driver_0929,taxi,44580,576645490#0,444018069#0,taxi
driver_0611_trip_002,driver_0611,taxi,44640,-428012644#0,1092152287#1,taxi
driver_0711_trip_002,driver_0711,taxi,44700,428012644#2,443987640#1,taxi
driver_0606_trip_002,driver_0606,taxi,44760,1462151557,742778602#1,taxi
driver_0904_trip_002,driver_0904,taxi,44820,-184740438#1,444126143,taxi
driver_0372_trip_002,driver_0372,taxi,44880,453040323,-832418849#1,taxi
driver_0234_trip_002,driver_0234,taxi,45060,199898038#2,194686987#4,taxi
driver_0643_trip_002,driver_0643,taxi,45060,448790076,-428012644#3,taxi
driver_0102_trip_002,driver_0102,taxi,45180,444433525#2,538306203#0,taxi
driver_0349_trip_002,driver_0349,taxi,45240,742778603#1,511478558#4,taxi
driver_0546_trip_002,driver_0546,taxi,45240,442232083#0-AddedOnRampEdge,184739533#7,taxi
driver_0058_trip_002,driver_0058,taxi,45420,-993462493#0,448282335,taxi
driver_0526_trip_002,driver_0526,taxi,45420,1092152287#0,194686987#5,taxi
driver_0886_trip_002,driver_0886,taxi,45420,440771233,-520107251#0,taxi
driver_0571_trip_002,driver_0571,taxi,45540,-605357670#2,-428012640,taxi
driver_0374_trip_002,driver_0374,taxi,45660,904676306#1,29140969#2,taxi
driver_0152_trip_002,driver_0152,taxi,45720,481045528,-734144753#1,taxi
driver_0551_trip_002,driver_0551,taxi,45720,440897028#1,-428012644#3,taxi
driver_0835_trip_002,driver_0835,taxi,45780,194414674#1,451515434#4,taxi
driver_0041_trip_002,driver_0041,taxi,45840,-605357670#0,428012637,taxi
driver_0468_trip_002,driver_0468,taxi,45900,541821717#0,29165238#4,taxi
driver_0452_trip_002,driver_0452,taxi,46020,442084736,444126141,taxi
driver_0602_trip_002,driver_0602,taxi,46260,444018069#0,-1416525352,taxi
driver_0727_trip_002,driver_0727,taxi,46680,1092152287#0,-834929374#1,taxi
driver_0756_trip_002,driver_0756,taxi,46680,80912582#0,199896075#5,taxi
driver_0857_trip_002,driver_0857,taxi,46680,457885320#0,427564710#4,taxi
driver_0106_trip_002,driver_0106,taxi,46800,457885320#0,184739533#6,taxi
driver_0986_trip_002,driver_0986,taxi,47040,453033846#2,448314188,taxi
driver_0412_trip_002,driver_0412,taxi,47280,80912582#1,453294516#3,taxi
driver_0580_trip_002,driver_0580,taxi,47340,440897030,-199898702,taxi
driver_0055_trip_002,driver_0055,taxi,47460,771832533#0,-605357669,taxi
driver_0075_trip_002,driver_0075,taxi,47460,481045532#4,232967180#1-AddedOnRampEdge,taxi
driver_0617_trip_002,driver_0617,taxi,47640,443987649,444126141,taxi
driver_0842_trip_002,driver_0842,taxi,47820,444126138,233932484#0,taxi
driver_0907_trip_002,driver_0907,taxi,47880,402932403#3,448790075,taxi
driver_0427_trip_002,driver_0427,taxi,47940,442232081,444014978,taxi
driver_0814_trip_002,driver_0814,taxi,48120,442085401#1,-1092152288,taxi
driver_0712_trip_002,driver_0712,taxi,48300,457176635#1,538306202#2-AddedOffRampEdge,taxi
driver_0478_trip_002,driver_0478,taxi,48480,624720024#2,544809832#2,taxi
driver_0535_trip_002,driver_0535,taxi,48600,442084733#0-AddedOnRampEdge,-427564710#7,taxi
driver_0269_trip_002,driver_0269,taxi,48660,-1288222581#1,904676307,taxi
driver_0677_trip_002,driver_0677,taxi,49020,-993462498#2,29165238#0,taxi
driver_0730_trip_002,driver_0730,taxi,49200,462138644#5,427564714#2,taxi
driver_0819_trip_002,driver_0819,taxi,49200,440881631,27336730#4,taxi
driver_0064_trip_002,driver_0064,taxi,49500,-29142233#2,-428012644#1,taxi
driver_0961_trip_002,driver_0961,taxi,49740,440771222,427564710#4,taxi
driver_0837_trip_002,driver_0837,taxi,49860,440769442#1,-520107251#1,taxi
driver_0681_trip_002,driver_0681,taxi,50040,536328372#0,441215233#1,taxi
driver_0744_trip_002,driver_0744,taxi,50040,444151449,199896075#2,taxi
driver_0006_trip_002,driver_0006,taxi,50100,462138645#13,-194686987#0,taxi
driver_0368_trip_002,driver_0368,taxi,50160,462138645#14,448317070#0,taxi
driver_0693_trip_002,driver_0693,taxi,50160,576645478#1,742778601#0,taxi
driver_0707_trip_002,driver_0707,taxi,50220,440771230#0,624720033,taxi
driver_0523_trip_002,driver_0523,taxi,50640,446148169#0-AddedOffRampEdge,-427564712#1,taxi
driver_0549_trip_002,driver_0549,taxi,50640,-1024423911#1,832418841#4,taxi
driver_0506_trip_002,driver_0506,taxi,51360,427564714#1,199898701#1,taxi
driver_0690_trip_002,driver_0690,taxi,51720,519199421,454632165#0,taxi
driver_0181_trip_002,driver_0181,taxi,51840,-29142233#1,448786343,taxi
driver_0701_trip_002,driver_0701,taxi,51840,-541821713#0,427564711#1,taxi
driver_0005_trip_002,driver_0005,taxi,52080,-507573212#2,427774899#0,taxi
driver_0148_trip_002,driver_0148,taxi,52080,442232083#1,233932478-AddedOffRampEdge,taxi
driver_0823_trip_002,driver_0823,taxi,52260,550008867#2,457886987,taxi
driver_0850_trip_002,driver_0850,taxi,52320,248407676#1,250274117,taxi
driver_0597_trip_002,driver_0597,taxi,52440,29141670#3,-605357670#2,taxi
driver_0429_trip_002,driver_0429,taxi,52560,442084736,-742778602#0,taxi
driver_0441_trip_002,driver_0441,taxi,52920,731817124#1,-427564711#1,taxi
driver_0921_trip_002,driver_0921,taxi,52920,734144750#0,-427564710#7,taxi
driver_0525_trip_002,driver_0525,taxi,52980,481045528,511478558#0,taxi
driver_0763_trip_002,driver_0763,taxi,52980,206608466#5,603954444,taxi
driver_0022_trip_002,driver_0022,taxi,53040,550008867#11,427564714#2,taxi
driver_0989_trip_002,driver_0989,taxi,53100,541821715#0,897550987,taxi
driver_0377_trip_002,driver_0377,taxi,53280,-993462498#4,542860215#0,taxi
driver_0249_trip_002,driver_0249,taxi,53400,448317071,427564710#0,taxi
driver_0373_trip_002,driver_0373,taxi,53580,-993462493#0,462138644#3,taxi
driver_0488_trip_002,driver_0488,taxi,53580,995559507#0,-585911372#0,taxi
driver_0919_trip_002,driver_0919,taxi,53640,544809832#1,585606274,taxi
driver_0691_trip_002,driver_0691,taxi,53700,-624728719#3,706690145#2,taxi
driver_0168_trip_002,driver_0168,taxi,53760,-428012644#0,-194686987#2,taxi
driver_0399_trip_002,driver_0399,taxi,53760,427564714#0,441215231#1,taxi
driver_0820_trip_002,driver_0820,taxi,53760,29141670#0,450175546#0,taxi
driver_0532_trip_002,driver_0532,taxi,54000,1144924620#1,-199898702,taxi
driver_0252_trip_002,driver_0252,taxi,54120,457176635#1,443987646,taxi
driver_0761_trip_002,driver_0761,taxi,54120,904676303,441215233#1,taxi
driver_0626_trip_002,driver_0626,freelancer,54180,453717289#2,27336730#6,private_car
driver_0630_trip_002,driver_0630,taxi,54180,457176636,706685591#0,taxi
driver_0315_trip_002,driver_0315,freelancer,54300,576645490#1,450614677#0,private_car
driver_0326_trip_002,driver_0326,taxi,54300,448786343,356939301#5,taxi
driver_0573_trip_002,driver_0573,taxi,54360,453717289#1,443987649,taxi
driver_0324_trip_002,driver_0324,freelancer,54420,462138644#4,-585911372#1,private_car
driver_0329_trip_002,driver_0329,freelancer,54420,228123842,-428012644#1,private_car
driver_0330_trip_002,driver_0330,freelancer,54420,-536328372#1,448317070#1,private_car
driver_0479_trip_002,driver_0479,freelancer,54420,706690146#1,448786343,private_car
driver_0361_trip_002,driver_0361,taxi,54480,481045531#0,199896075#1,taxi
driver_0539_trip_002,driver_0539,taxi,54600,536906827#1,453038175,taxi
driver_0333_trip_002,driver_0333,freelancer,54780,184740438#2,448282336#1,private_car
driver_0849_trip_002,driver_0849,taxi,54780,-1024423911#2,33563313,taxi
driver_0121_trip_002,driver_0121,freelancer,54840,-297891659#2,29165238#4,private_car
driver_0246_trip_002,driver_0246,taxi,54960,1092152287#1,-427774900#1,taxi
driver_0413_trip_002,driver_0413,taxi,54960,448786343,-441215231#1,taxi
driver_0604_trip_002,driver_0604,taxi,54960,402932403#0,199898702,taxi
driver_0939_trip_002,driver_0939,freelancer,55080,771832533#1,-481045543#7,private_car
driver_0130_trip_002,driver_0130,freelancer,55200,605357670#1,1462151557-AddedOffRampEdge,private_car
driver_0555_trip_002,driver_0555,freelancer,55260,481045531#1,-427564712#0,private_car
driver_0695_trip_002,driver_0695,freelancer,55320,443987645#0,297891659#1,private_car
driver_0741_trip_002,driver_0741,taxi,55320,462131778#1,427564710#0,taxi
driver_0845_trip_002,driver_0845,freelancer,55320,450614678#4-AddedOffRampEdge,-427564710#0,private_car
driver_0295_trip_002,driver_0295,taxi,55380,440769433#1,834929374#1,taxi
driver_0619_trip_002,driver_0619,taxi,55380,-428012644#0,454632165#0,taxi
driver_0469_trip_002,driver_0469,taxi,55440,444014977#0,481045543#6,taxi
driver_0007_trip_002,driver_0007,freelancer,55500,444014977#2,-481045543#4,private_car
driver_0516_trip_002,driver_0516,freelancer,55500,550008867#12,443987640#1,private_car
driver_0742_trip_002,driver_0742,freelancer,55500,550008867#7,-585911372#0,private_car
driver_0015_trip_002,driver_0015,taxi,55620,-513785001#1,603954445#0,taxi
driver_0019_trip_002,driver_0019,freelancer,55620,519199421,427774899#0,private_car
driver_0565_trip_002,driver_0565,freelancer,55620,440897382#3,199896075#5,private_car
driver_0861_trip_002,driver_0861,freelancer,55620,706685590#2,706685591#2,private_car
driver_0484_trip_002,driver_0484,taxi,55680,-742778601#1,194686987#3,taxi
driver_0941_trip_002,driver_0941,freelancer,55680,443987648#5,-427774900#3,private_car
driver_0200_trip_002,driver_0200,freelancer,55800,446148169#1,-194686987#1,private_car
driver_0796_trip_002,driver_0796,freelancer,55860,1445405481,29165238#1,private_car
driver_1000_trip_002,driver_1000,freelancer,55920,444149844,194686987#3,private_car
driver_0218_trip_002,driver_0218,taxi,55980,442084733#0,1030848735#0,taxi
driver_0932_trip_002,driver_0932,taxi,56040,993462498#1,585911372#2,taxi
driver_0093_trip_002,driver_0093,freelancer,56100,995559506,441215231#1,private_car
driver_0175_trip_002,driver_0175,freelancer,56160,587667683#1,427564710#3,private_car
driver_0266_trip_002,driver_0266,taxi,56160,444018067,443987648#3,taxi
driver_0287_trip_002,driver_0287,freelancer,56160,481045528,904676306#0,private_car
driver_0390_trip_002,driver_0390,taxi,56220,-536328372#1,448786343,taxi
driver_0846_trip_002,driver_0846,freelancer,56280,734144753#1,-544809834#1,private_car
